"filename", "language", "Markdown", "JavaScript", "JSON", "PostCSS", "JavaScript JSX", "HTML", "comment", "blank", "total"
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\pages\Signup.jsx", "JavaScript JSX", 0, 0, 0, 0, 1013, 0, 24, 55, 1092
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\pages\StaffEventsView.jsx", "JavaScript JSX", 0, 0, 0, 0, 485, 0, 6, 48, 539
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\pages\StaffMyRegistrations.jsx", "JavaScript JSX", 0, 0, 0, 0, 209, 0, 0, 20, 229
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\pages\StudentCourtsView.jsx", "JavaScript JSX", 0, 0, 0, 0, 361, 0, 3, 38, 402
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\pages\StudentEventsView.jsx", "JavaScript JSX", 0, 0, 0, 0, 1468, 0, 18, 47, 1533
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\pages\StudentMyRegistrations.jsx", "JavaScript JSX", 0, 0, 0, 0, 1074, 0, 9, 37, 1120
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\pages\VendorAccepted.jsx", "JavaScript JSX", 0, 0, 0, 0, 84, 0, 0, 10, 94
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\pages\VendorBazaars.jsx", "JavaScript JSX", 0, 0, 0, 0, 918, 0, 25, 40, 983
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\pages\VendorBoothsSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 321, 0, 7, 21, 349
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\pages\VendorDashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 959, 0, 23, 33, 1015
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\pages\VendorRequests.jsx", "JavaScript JSX", 0, 0, 0, 0, 364, 0, 20, 21, 405
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\routes.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 2, 20
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\setupProxy.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\BazaarForm.css", "PostCSS", 0, 0, 0, 41, 0, 0, 1, 7, 49
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\CreateBazaar.css", "PostCSS", 0, 0, 0, 124, 0, 0, 1, 23, 148
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\CreateGymSession.css", "PostCSS", 0, 0, 0, 58, 0, 0, 1, 12, 71
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\CreateTrip.css", "PostCSS", 0, 0, 0, 57, 0, 0, 0, 10, 67
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\EditBazaar.css", "PostCSS", 0, 0, 0, 75, 0, 0, 0, 13, 88
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\EditTrip.css", "PostCSS", 0, 0, 0, 75, 0, 0, 0, 13, 88
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\EventsList.css", "PostCSS", 0, 0, 0, 119, 0, 0, 0, 21, 140
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\GymSessionForm.css", "PostCSS", 0, 0, 0, 65, 0, 0, 1, 11, 77
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\StudentCourtsView.css", "PostCSS", 0, 0, 0, 403, 0, 0, 3, 68, 474
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\StudentRegistrationForm.css", "PostCSS", 0, 0, 0, 246, 0, 0, 2, 46, 294
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\TripForm.css", "PostCSS", 0, 0, 0, 49, 0, 0, 2, 9, 60
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\VendorBazaars.css", "PostCSS", 0, 0, 0, 358, 0, 0, 10, 65, 433
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\conference.css", "PostCSS", 0, 0, 0, 61, 0, 0, 0, 13, 74
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\src\styles\index.css", "PostCSS", 0, 0, 0, 200, 0, 0, 9, 38, 247
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\frontend\webpackDevServer.config.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\package-lock.json", "JSON", 0, 0, 688, 0, 0, 0, 0, 1, 689
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\package.json", "JSON", 0, 0, 32, 0, 0, 0, 0, 1, 33
"c:\Users\Youssef Khaled\Documents\GitHub\Bindly\test-professor-events.js", "JavaScript", 0, 23, 0, 0, 0, 0, 3, 9, 35
"Total", "-", 901, 11921, 30171, 1932, 29534, 57, 1710, 4051, 80277
